NOME,ANO_INGRESSO_2022,FASE_2022,NIVEL_IDEAL_2022,BOLSISTA_2022,PEDRA_2022,IAN_2022,DESTAQUE_IDA_2022,IDA_2022,DESTAQUE_IEG_2022,IEG_2022,IAA_2022,IPS_2022,IPP_2022,DESTAQUE_IPV_2022,IPV_2022,INDE_2022,PONTO_VIRADA_2022,QTD_AVAL_2022,INDICADO_BOLSA_2022,REC_AVA_UNIFICADO
ALUNO-214,2022,2.0,4,0,Ágata,5.0,0,4.75,1,8.832425892317,9.50002,5.625,3.333333333333333,0,6.777773333333334,6.417875178463399,0,3.0,0,Mantido na Fase atual
ALUNO-217,2019,2.0,2,0,Topázio,10.0,1,8.133333333333333,1,9.876543209876544,6.91668,7.5,6.666666666666666,1,8.888893333333334,8.48808864197531,1,3.0,1,Promovido de Fase + Bolsa
ALUNO-218,2021,1.0,1,0,Topázio,10.0,0,6.916666666666666,1,9.031578947368422,9.50002,7.5,6.5625,1,9.083335,8.362568122807017,1,2.0,0,Promovido de Fase
ALUNO-219,2019,2.0,3,0,Quartzo,5.0,0,2.666666666666667,0,5.296296296296296,10.00002,7.5,6.458333333333334,0,6.611106666666666,5.810649259259259,0,3.0,0,Mantido na Fase atual
ALUNO-220,2022,1.0,2,0,Ágata,5.0,0,3.75,1,9.326599326599329,9.50002,7.5,5.833333333333334,0,6.166663333333333,6.631987865319865,0,3.0,0,Mantido na Fase atual
ALUNO-221,2021,3.0,5,0,Quartzo,5.0,0,2.666666666666667,0,3.613701372997712,8.75001,7.5,6.09375,0,4.7083275,4.932115107932876,0,4.0,0,Promovido de Fase
ALUNO-224,2022,1.0,2,0,Ágata,5.0,0,3.333333333333333,1,8.607226107226108,9.50002,7.5,5.625,0,7.277773333333333,6.606168554778556,0,3.0,0,Mantido na Fase atual
ALUNO-225,2016,5.0,6,1,Ágata,5.0,0,7.388888888888888,0,7.085185035552683,9.16668,5.0,8.125,0,6.6666675,6.957316284888314,0,4.0,0,Promovido de Fase + Bolsa
ALUNO-228,2022,1.0,2,0,Quartzo,5.0,0,1.5,0,4.87037037037037,10.00002,6.875,5.625,0,6.44444,5.312964074074074,0,3.0,0,Mantido na Fase atual
ALUNO-229,2019,0.0,2,0,Ágata,5.0,1,8.0,0,5.10897435897436,8.000020000000001,5.0,4.375,0,5.83333,6.025962871794872,0,2.0,0,Mantido na Fase atual
ALUNO-232,2021,6.0,7,0,Ametista,5.0,0,6.688888888888889,1,8.191793021556448,8.33334,8.125,8.4375,1,8.55556,7.676832382089068,1,4.0,1,Promovido de Fase + Bolsa
ALUNO-233,2022,0.0,0,0,Ametista,10.0,0,6.600000000000001,0,7.287179487179487,9.50002,7.5,5.0,1,7.916665,7.560770897435898,0,2.0,0,Mantido na Fase atual
ALUNO-234,2022,0.0,0,0,Topázio,10.0,1,9.033333333333331,1,8.697435897435899,9.50002,6.25,5.0,1,7.5,8.121155846153847,0,2.0,0,Mantido na Fase atual
ALUNO-235,2019,4.0,4,0,Ágata,10.0,0,5.677777777777778,1,7.725859160868649,6.66666,6.875,6.875,0,5.9999925,6.922391887729286,0,4.0,0,Mantido na Fase atual
ALUNO-236,2022,0.0,0,0,Topázio,10.0,1,8.766666666666667,1,8.958078958078957,8.500020000000001,7.5,5.625,1,7.5,8.207451124949126,0,2.0,0,Mantido na Fase atual
ALUNO-237,2022,2.0,4,0,Ágata,5.0,0,4.0,0,7.230347674459984,9.000020000000001,7.5,6.041666666666667,1,8.111106666666666,6.622459534891997,0,3.0,0,Mantido na Fase atual
ALUNO-239,2022,1.0,3,0,Ágata,5.0,0,6.75,0,7.462962962962964,8.500020000000001,5.625,4.375,0,5.583325,6.309259592592594,0,2.0,0,Mantido na Fase atual
ALUNO-241,2017,2.0,3,0,Quartzo,5.0,0,2.5,0,4.405425492382014,7.916679999999999,5.0,4.166666666666666,0,4.83333,4.55608576514307,0,3.0,0,Mantido na Fase atual
ALUNO-242,2018,2.0,3,0,Ágata,5.0,0,3.333333333333333,1,8.325901151988107,9.000020000000001,6.875,6.458333333333334,0,6.944443333333333,6.454070897064289,0,3.0,0,Mantido na Fase atual
ALUNO-244,2022,0.0,0,0,Topázio,10.0,1,8.283333333333333,1,8.944444444444445,9.50002,7.5,5.3125,0,7.333335,8.143474555555557,0,2.0,0,Mantido na Fase atual
ALUNO-245,2022,0.0,2,0,Quartzo,5.0,0,3.8,0,5.765669515669515,8.500020000000001,7.5,0.0,0,6.16666,5.246467903133903,0,2.0,0,Não avaliado
ALUNO-246,2019,1.0,3,0,Ágata,5.0,0,5.25,0,7.473232323232324,9.000020000000001,6.875,6.041666666666667,1,7.5,6.736315131313132,0,3.0,0,Mantido na Fase atual
ALUNO-247,2021,1.0,2,0,Ágata,5.0,0,4.166666666666667,1,7.888471177944862,10.00002,6.875,4.6875,0,6.16666,6.300611568922306,0,2.0,0,Mantido na Fase atual
ALUNO-248,2022,1.0,2,0,Ametista,5.0,1,7.5,1,9.428571428571429,9.000020000000001,7.5,6.25,1,7.5,7.660716285714286,0,3.0,0,Mantido na Fase atual
ALUNO-250,2022,0.0,0,0,Topázio,10.0,1,9.25,1,9.087179487179489,10.00002,6.25,4.6875,1,8.0,8.361187897435897,0,2.0,0,Mantido na Fase atual
ALUNO-251,2019,2.0,2,0,Ametista,10.0,1,7.833333333333334,1,7.906846240179574,8.000020000000001,7.5,6.25,1,8.444446666666668,8.011927248035915,1,3.0,0,Promovido de Fase
ALUNO-252,2021,0.0,2,0,Ametista,5.0,1,8.666666666666666,1,9.285714285714285,9.000020000000001,7.5,5.3125,0,7.416665,7.755061190476191,0,2.0,0,Mantido na Fase atual
ALUNO-253,2022,0.0,1,0,Ametista,5.0,0,6.0,1,10.0,9.50002,6.875,5.625,1,7.58333,7.416668,0,2.0,0,Mantido na Fase atual
ALUNO-254,2022,0.0,0,0,Ametista,10.0,0,5.416666666666666,1,9.649122807017545,9.50002,7.5,5.625,0,7.499995,7.775658894736842,0,2.0,0,Mantido na Fase atual
ALUNO-255,2022,0.0,0,0,Topázio,10.0,1,8.366666666666667,1,9.06060606060606,10.00002,7.5,5.625,1,8.0,8.397956545454546,0,2.0,0,Mantido na Fase atual
ALUNO-256,2022,1.0,1,0,Ametista,10.0,1,7.5,1,9.583333333333334,7.416679999999999,7.5,6.25,0,7.33333,8.000000666666667,0,3.0,0,Mantido na Fase atual
ALUNO-257,2022,2.0,3,0,Ametista,5.0,1,8.5,1,8.585858585858585,9.50002,7.5,6.458333333333334,0,6.611106666666666,7.585228383838384,0,3.0,0,Mantido na Fase atual
ALUNO-258,2021,0.0,2,0,Quartzo,5.0,0,5.666666666666666,0,5.72182089209953,7.916679999999999,4.375,5.0,0,6.416655,5.790196511753241,0,2.0,0,Mantido na Fase atual
ALUNO-260,2021,0.0,2,0,Ametista,5.0,1,7.5,1,8.607340372046254,9.000020000000001,7.5,6.25,1,7.833335,7.56313707440925,0,2.0,0,Mantido na Fase atual
ALUNO-262,2017,7.0,7,1,Ametista,10.0,0,6.844444444444444,0,5.245783628136569,8.75001,6.25,7.8125,0,6.777773333333332,7.054851281182869,0,4.0,0,Promovido de Fase
ALUNO-263,2016,7.0,7,1,Ágata,10.0,0,5.577777777777778,1,7.947303921568628,0.0,5.625,8.125,1,7.555553333333333,6.591127006535949,0,4.0,0,Promovido de Fase + Bolsa
ALUNO-264,2022,1.0,2,0,Ametista,5.0,0,6.75,0,6.773809523809523,10.00002,7.5,6.25,0,7.27778,7.035319904761904,0,3.0,0,Mantido na Fase atual
ALUNO-266,2019,2.0,2,0,Ametista,10.0,0,7.0,1,8.13529767623928,9.000020000000001,5.625,6.666666666666666,1,8.38889,7.834006201914523,1,3.0,0,Promovido de Fase
ALUNO-267,2018,4.0,6,1,Ametista,5.0,1,7.866666666666667,1,9.72463768115942,9.16668,5.625,7.34375,1,7.8333325,7.798470369565218,0,4.0,0,Promovido de Fase
ALUNO-268,2022,0.0,1,0,Ametista,5.0,0,7.25,1,10.0,9.000020000000001,6.875,5.625,1,9.5,8.000002,1,2.0,0,Mantido na Fase atual
ALUNO-272,2022,1.0,1,0,Ametista,10.0,0,6.0,1,10.0,9.000020000000001,5.0,6.25,1,7.5,7.725002,0,3.0,0,Mantido na Fase atual
ALUNO-273,2018,1.0,2,0,Ágata,5.0,0,5.666666666666666,0,6.777777777777777,8.500020000000001,7.5,5.833333333333334,1,7.555556666666667,6.683335555555555,0,3.0,0,Promovido de Fase
ALUNO-275,2017,4.0,5,0,Ágata,5.0,0,3.966666666666667,0,6.102272727272728,8.33334,6.25,7.34375,0,6.8333275,6.073162378787879,0,4.0,1,Promovido de Fase
ALUNO-276,2022,0.0,1,0,Ametista,5.0,1,8.25,1,8.95341802782819,8.500020000000001,8.125,5.0,1,8.0,7.703185605565638,0,2.0,0,Promovido de Fase
ALUNO-277,2018,1.0,4,0,Ametista,2.5,1,8.25,1,8.626811594202898,8.000020000000001,6.875,6.041666666666667,1,7.944443333333334,7.305919652173913,0,3.0,0,Promovido de Fase
ALUNO-279,2022,3.0,4,0,Quartzo,5.0,0,4.055555555555556,0,7.024703557312253,7.5,5.0,6.5625,0,5.888883333333334,5.800078489240228,0,3.0,0,Mantido na Fase atual
ALUNO-281,2022,1.0,2,0,Ametista,5.0,0,6.75,1,8.87962962962963,9.000020000000001,7.5,6.041666666666667,1,7.72222,7.424538592592594,0,3.0,0,Mantido na Fase atual
ALUNO-282,2021,6.0,7,1,Topázio,5.0,1,8.644444444444444,1,7.86141304347826,9.16668,6.875,8.59375,1,9.111116666666666,8.086937830917876,1,4.0,0,Promovido de Fase + Bolsa
ALUNO-283,2021,6.0,7,0,Ametista,5.0,0,6.888888888888888,1,8.313618925831202,8.33334,8.75,7.96875,1,9.666673333333334,7.979045229610685,1,4.0,1,Promovido de Fase
ALUNO-288,2020,4.0,3,1,Topázio,10.0,0,7.333333333333333,1,8.724699557242252,7.91667,7.5,8.125,1,7.708335,8.107440578115117,0,4.0,0,Promovido de Fase + Bolsa
ALUNO-289,2022,1.0,2,0,Ametista,5.0,0,7.333333333333333,1,8.015873015873016,8.500020000000001,6.875,6.041666666666667,0,7.388886666666667,7.189287269841271,0,3.0,1,Mantido na Fase atual
ALUNO-290,2022,2.0,2,0,Ametista,10.0,0,4.5,1,8.118686868686869,9.000020000000001,7.5,6.458333333333334,0,6.777773333333332,7.175127373737373,0,3.0,0,Mantido na Fase atual
ALUNO-291,2022,2.0,3,0,Ágata,5.0,0,2.0,1,10.0,10.00002,6.875,6.458333333333334,0,7.055553333333332,6.644446000000001,0,3.0,0,Mantido na Fase atual
ALUNO-292,2022,6.0,7,0,Topázio,5.0,1,7.966666666666666,1,8.75,9.58335,10.0,8.75,1,10.00001,8.676670333333334,1,4.0,1,Promovido de Fase + Bolsa
ALUNO-293,2019,5.0,6,0,Quartzo,5.0,0,0.7222222222222222,0,2.682539682539682,7.08333,5.0,5.3125,0,4.6250025,3.845535880952381,0,4.0,0,Mantido na Fase atual
ALUNO-294,2021,0.0,0,1,Topázio,10.0,1,8.0,1,9.34238310708899,10.00002,5.625,5.0,1,8.66667,8.264312621417798,1,2.0,0,Promovido de Fase
ALUNO-295,2017,2.0,2,0,Ametista,10.0,0,6.5,1,8.166666666666668,9.000020000000001,7.5,6.041666666666667,1,7.666666666666667,7.720835333333334,0,3.0,0,Mantido na Fase atual
ALUNO-296,2020,2.0,3,0,Ágata,5.0,0,5.25,0,6.990231990231988,10.00002,7.5,6.25,0,7.499996666666666,6.823047731379731,0,3.0,0,Promovido de Fase
ALUNO-298,2022,1.0,4,0,Quartzo,2.5,0,4.25,1,8.505291005291005,9.000020000000001,5.0,4.375,0,4.500005,5.538561201058201,0,2.0,0,Mantido na Fase atual
ALUNO-301,2019,2.0,2,0,Topázio,10.0,1,8.0,1,7.919672919672919,9.000020000000001,7.5,6.875,1,8.333336666666668,8.188103917267917,0,3.0,0,Promovido de Fase
ALUNO-302,2022,0.0,0,0,Ametista,10.0,0,7.033333333333333,1,8.271221532091097,10.00002,7.5,5.625,1,7.5,7.873412973084886,0,2.0,0,Mantido na Fase atual
ALUNO-304,2022,0.0,1,0,Ametista,5.0,0,6.266666666666668,0,7.403337403337403,10.00002,7.5,5.9375,1,9.41667,7.461086814000815,1,2.0,1,Mantido na Fase atual
ALUNO-305,2018,4.0,5,1,Ágata,5.0,0,5.944444444444444,1,8.301236044657097,7.916679999999999,6.25,7.34375,0,7.0833275,6.916844597820308,0,4.0,0,Promovido de Fase
ALUNO-307,2022,3.0,3,0,Ágata,10.0,0,5.333333333333333,0,5.364583333333334,5.41667,5.0,7.1875,0,5.999993333333334,6.099999,0,3.0,0,Mantido na Fase atual
ALUNO-308,2022,0.0,2,0,Topázio,5.0,1,9.516666666666666,1,8.98860398860399,10.00002,7.5,5.625,1,8.41667,8.196890131054133,1,2.0,1,Mantido na Fase atual
ALUNO-311,2021,0.0,1,0,Ametista,5.0,1,8.816666666666666,1,8.518518518518517,8.500020000000001,8.125,5.0,0,6.75,7.479539037037037,0,2.0,0,Mantido na Fase atual
ALUNO-312,2019,3.0,3,1,Ametista,10.0,0,6.777777777777778,1,8.19047619047619,7.08333,5.0,7.34375,0,6.70833,7.278024793650793,0,4.0,0,Promovido de Fase
ALUNO-313,2020,1.0,3,0,Ametista,5.0,0,6.833333333333333,1,8.743961352657005,9.50002,5.0,5.416666666666667,0,7.333333333333333,7.073794270531402,0,3.0,0,Mantido na Fase atual
ALUNO-314,2022,2.0,3,0,Ágata,5.0,0,4.666666666666667,1,8.671215074723847,6.41668,5.625,6.25,0,7.055553333333333,6.40785501494477,0,3.0,0,Mantido na Fase atual
ALUNO-316,2022,3.0,3,0,Quartzo,10.0,0,3.0,0,5.095108695652174,6.66667,7.5,6.25,0,5.055556666666665,5.671800072463768,0,3.0,0,Mantido na Fase atual
ALUNO-317,2022,0.0,2,0,Ametista,5.0,1,7.583333333333334,0,6.999961778083552,9.50002,7.5,5.625,1,8.66667,7.412495022283378,1,2.0,0,Promovido de Fase
ALUNO-320,2022,2.0,2,0,Topázio,10.0,1,7.5,1,8.222222222222223,10.00002,7.5,6.875,1,8.222226666666668,8.226391777777778,0,3.0,0,Mantido na Fase atual
ALUNO-322,2022,1.0,2,0,Ágata,5.0,0,3.666666666666667,0,7.222222222222222,9.50002,7.5,5.833333333333334,0,6.944436666666666,6.350000444444445,0,3.0,0,Mantido na Fase atual
ALUNO-323,2016,1.0,3,1,Ágata,5.0,0,5.083333333333334,1,9.217813051146384,6.91668,5.0,6.041666666666667,0,5.833336666666666,6.322731276895944,0,3.0,0,Promovido de Fase
ALUNO-325,2022,0.0,1,0,Quartzo,5.0,0,1.666666666666667,0,4.302832244008714,0.0,4.375,5.0,0,6.333325,3.898064782135077,0,2.0,0,Mantido na Fase atual
ALUNO-326,2022,0.0,1,0,Topázio,5.0,1,9.45,1,8.922266139657445,8.500020000000001,7.5,5.625,1,9.083335,8.15362222793149,1,2.0,0,Mantido na Fase atual
ALUNO-327,2022,0.0,0,0,Topázio,10.0,1,9.15,1,9.0,8.500020000000001,7.5,6.25,1,8.416665,8.538335,1,2.0,1,Mantido na Fase atual
ALUNO-330,2022,3.0,3,0,Ametista,10.0,0,6.611111111111112,1,8.575000000000001,8.33334,7.5,8.125,1,7.625,7.958056222222224,0,4.0,1,Mantido na Fase atual
ALUNO-331,2021,1.0,1,1,Topázio,10.0,1,9.25,1,10.0,9.50002,5.625,6.041666666666667,1,8.277783333333332,8.622225333333333,0,3.0,0,Promovido de Fase + Bolsa
ALUNO-332,2019,2.0,2,0,Topázio,10.0,1,8.75,1,10.0,9.50002,7.5,6.666666666666666,1,8.166670000000002,8.750002666666667,0,3.0,0,Promovido de Fase
ALUNO-333,2022,0.0,0,0,Ametista,10.0,1,7.683333333333334,0,7.132034632034632,10.00002,5.625,5.3125,0,7.33333,7.523491593073594,0,2.0,0,Mantido na Fase atual
ALUNO-334,2022,0.0,0,0,Ágata,10.0,0,5.9,0,5.0,0.0,8.125,5.9375,1,8.333335,6.252917,0,2.0,1,Mantido na Fase atual
ALUNO-336,2020,0.0,2,0,Ametista,5.0,0,6.25,1,8.215624531414004,9.000020000000001,7.5,5.625,1,7.833325,7.172291906282801,0,2.0,0,Mantido na Fase atual
ALUNO-337,2016,6.0,7,1,Ametista,5.0,1,7.98888888888889,1,7.580379978078188,0.0,8.125,8.75,1,9.111116666666666,7.123577106726749,1,4.0,0,Promovido de Fase + Bolsa
ALUNO-340,2018,5.0,6,0,Quartzo,5.0,0,2.494444444444444,0,6.073717948717948,8.33334,7.5,6.875,0,6.166670000000001,5.717800478632479,0,4.0,0,Alocado em Fase anterior
ALUNO-342,2016,3.0,3,1,Ágata,10.0,0,6.277777777777778,1,8.825757575757576,0.0,4.375,8.75,1,8.458337499999999,7.024874570707071,1,4.0,0,Promovido de Fase
ALUNO-345,2019,1.0,2,0,Quartzo,5.0,0,1.333333333333333,0,7.041062801932369,9.000020000000001,7.5,5.416666666666667,0,6.777776666666666,5.72210322705314,0,3.0,0,Mantido na Fase atual
ALUNO-347,2022,0.0,0,0,Ametista,10.0,0,6.833333333333334,1,8.571428571428571,10.00002,5.0,4.0625,0,6.999995,7.387203380952382,0,2.0,0,Mantido na Fase atual
ALUNO-348,2019,1.0,2,0,Ágata,5.0,0,3.666666666666667,1,8.815217391304348,8.500020000000001,7.5,6.041666666666667,0,6.94444,6.589433478260871,0,3.0,0,Mantido na Fase atual
ALUNO-350,2022,0.0,0,0,Topázio,10.0,1,9.066666666666666,1,8.608324043106652,9.50002,7.5,5.625,1,8.41667,8.480834141954665,1,2.0,1,Mantido na Fase atual
ALUNO-351,2022,2.0,2,0,Topázio,10.0,1,7.75,1,10.0,8.000020000000001,5.0,6.458333333333334,1,7.833336666666667,8.062502666666667,0,3.0,0,Mantido na Fase atual
ALUNO-352,2021,4.0,5,0,Ágata,5.0,0,4.666666666666667,0,6.7748840426859,8.75001,7.5,7.1875,0,7.3749975,6.607060641870514,0,4.0,1,Promovido de Fase
ALUNO-356,2022,0.0,1,0,Ágata,5.0,1,7.916666666666666,0,5.833333333333334,10.00002,4.375,5.3125,0,6.916665,6.602085000000001,0,2.0,0,Mantido na Fase atual
ALUNO-357,2021,3.0,4,0,Ágata,5.0,0,5.111111111111111,0,5.694444444444445,9.16668,7.5,7.5,0,6.4166575,6.361110611111111,0,4.0,0,Mantido na Fase atual
ALUNO-358,2022,7.0,8,0,Ágata,5.0,0,3.5,1,8.333333333333334,7.91667,5.0,6.875,0,6.33333,6.112499666666667,0,4.0,1,Mantido na Fase atual
ALUNO-359,2019,3.0,3,0,Ametista,10.0,0,6.944444444444444,1,7.709305944600063,8.33334,7.5,8.28125,1,7.9166675,7.925542577808901,0,4.0,1,Mantido na Fase + Bolsa
ALUNO-360,2022,3.0,3,0,Quartzo,10.0,0,3.833333333333333,0,5.083333333333334,6.66667,5.625,7.34375,0,5.95833,5.938541333333333,0,4.0,0,Mantido na Fase atual
ALUNO-362,2022,3.0,3,0,Ametista,10.0,0,6.111111111111112,1,9.171099744245524,7.5,7.5,8.28125,1,8.041667499999999,7.992900671071327,0,4.0,1,Promovido de Fase
ALUNO-363,2021,0.0,1,0,Ametista,5.0,1,7.833333333333334,1,8.737179487179487,10.00002,7.5,4.0625,0,7.249995,7.420353564102564,0,2.0,0,Mantido na Fase atual
ALUNO-364,2019,2.0,2,0,Ágata,10.0,0,5.0,0,6.869488536155202,7.416679999999999,4.375,6.041666666666667,0,5.77778,6.312788373897707,0,3.0,0,Mantido na Fase atual
ALUNO-365,2017,7.0,7,1,Quartzo,10.0,0,5.011111111111111,0,4.46764705882353,8.75001,5.625,5.625,0,5.277776666666666,5.951307967320262,0,4.0,0,Mantido na Fase atual
ALUNO-366,2022,3.0,4,0,Quartzo,5.0,0,3.055555555555556,0,6.851190476190476,5.41666,6.25,7.34375,0,5.8749925,5.557388706349206,0,4.0,1,Mantido na Fase atual
ALUNO-369,2022,5.0,7,0,Ágata,5.0,0,5.0,1,7.605800653594771,8.75001,7.5,5.416666666666667,0,6.499995,6.487826797385621,0,3.0,0,Mantido na Fase atual
ALUNO-370,2019,4.0,5,0,Ametista,5.0,1,8.555555555555555,1,7.780032467532467,8.33334,5.625,8.125,1,8.5833375,7.692119104617605,1,4.0,1,Promovido de Fase + Bolsa
ALUNO-373,2017,5.0,6,0,Quartzo,5.0,0,2.911111111111111,0,6.646998834498834,8.75001,5.0,7.03125,0,6.111106666666666,5.711969322455323,0,4.0,0,Mantido na Fase atual
ALUNO-375,2016,3.0,3,1,Topázio,10.0,0,6.688888888888887,1,8.893762183235868,9.16668,5.625,8.59375,1,8.5,8.155073214424952,1,4.0,0,Promovido de Fase
ALUNO-377,2017,3.0,3,1,Ágata,10.0,0,4.722222222222222,1,8.08025308025308,7.08333,5.0,7.65625,0,7.04166,6.94278506049506,0,4.0,0,Mantido na Fase atual
ALUNO-378,2016,7.0,7,1,Ametista,10.0,0,5.188888888888889,1,8.648039215686275,7.91667,5.625,8.28125,0,7.388886666666666,7.427454954248366,0,4.0,0,Promovido de Fase + Bolsa
ALUNO-381,2019,0.0,2,0,Ágata,5.0,1,8.0,0,6.891025641025642,9.000020000000001,5.625,5.625,0,7.25,6.953207128205129,0,2.0,0,Promovido de Fase
ALUNO-386,2022,0.0,1,0,Ágata,5.0,0,4.916666666666666,1,8.69551282051282,8.500020000000001,4.375,5.625,1,7.91666,6.655769897435897,0,2.0,0,Mantido na Fase atual
ALUNO-387,2018,4.0,5,0,Quartzo,5.0,0,3.222222222222222,0,5.126395534290271,7.5,6.25,6.5625,0,4.79166,5.159305551302499,0,4.0,0,Mantido na Fase atual
ALUNO-388,2018,2.0,4,0,Ágata,5.0,0,2.5,1,8.756613756613756,9.50002,7.5,5.833333333333334,0,7.055553333333332,6.445768751322752,0,3.0,0,Mantido na Fase atual
ALUNO-391,2022,0.0,1,0,Ametista,5.0,1,9.0,1,9.245857699805068,9.50002,5.625,5.625,1,9.16667,8.057507539961014,1,2.0,0,Promovido de Fase
ALUNO-392,2022,0.0,0,0,Ametista,10.0,0,5.666666666666667,1,8.094541910331383,8.500020000000001,5.625,5.625,0,7.499995,7.22724271539961,0,2.0,0,Mantido na Fase atual
ALUNO-394,2016,4.0,7,1,Ametista,2.5,0,7.266666666666666,1,8.895292207792206,7.5,5.0,7.65625,1,7.7916675,7.056350274891774,0,4.0,0,Promovido de Fase
ALUNO-395,2020,3.0,6,0,Quartzo,2.5,0,2.777777777777777,0,4.077797202797203,9.16668,7.5,6.25,0,5.7499925,5.062781496114996,0,4.0,0,Promovido de Fase
ALUNO-396,2019,6.0,7,0,Ágata,5.0,0,4.988888888888888,0,6.083816678845451,7.91667,7.5,7.1875,0,6.333329999999999,6.241624113546868,0,4.0,0,Mantido na Fase atual
ALUNO-398,2022,0.0,0,0,Ágata,10.0,0,5.566666666666667,0,5.87121212121212,9.50002,5.625,5.3125,1,7.999995,6.931326757575758,0,2.0,0,Mantido na Fase atual
ALUNO-402,2022,0.0,0,0,Ametista,10.0,0,5.25,1,7.669227535068609,8.000020000000001,7.5,5.625,0,6.999995,7.096346507013722,0,2.0,0,Mantido na Fase atual
ALUNO-403,2021,4.0,4,0,Quartzo,10.0,0,3.944444444444445,0,5.284743991640544,0.0,6.25,7.34375,0,6.95833,5.596878687216997,0,4.0,0,Mantido na Fase atual
ALUNO-404,2016,5.0,5,1,Topázio,10.0,1,8.511111111111111,1,9.660633484162895,8.33334,8.125,8.4375,1,9.0833375,8.940600419054803,1,4.0,0,Mantido na Fase + Bolsa
ALUNO-405,2021,1.0,1,0,Ágata,10.0,0,3.916666666666667,1,8.38903743315508,8.500020000000001,7.5,5.833333333333334,0,6.833326666666667,7.011141486631016,0,3.0,0,Mantido na Fase atual
ALUNO-406,2018,1.0,3,0,Ametista,5.0,1,9.166666666666668,1,8.166666666666666,9.000020000000001,7.5,6.25,1,7.833336666666667,7.808336000000001,0,3.0,1,Promovido de Fase
ALUNO-407,2018,5.0,5,1,Topázio,10.0,1,7.722222222222222,1,9.615384615384617,8.33334,8.125,8.90625,1,9.583340000000002,8.920648367521368,1,4.0,0,Mantido na Fase + Bolsa
ALUNO-409,2022,2.0,3,0,Ágata,5.0,0,5.5,1,8.393939393939394,5.75,5.0,6.041666666666666,0,7.111113333333333,6.380177212121212,0,3.0,0,Mantido na Fase atual
ALUNO-410,2022,0.0,1,0,Quartzo,5.0,0,5.366666666666667,0,5.132275132275131,0.0,7.5,5.3125,0,6.583325,5.19770335978836,0,2.0,0,Mantido na Fase atual
ALUNO-411,2022,0.0,0,0,Ametista,10.0,0,4.166666666666667,1,9.380844645550528,9.000020000000001,7.5,5.625,0,7.41666,7.405336262443439,0,2.0,0,Mantido na Fase atual
ALUNO-412,2022,1.0,1,0,Ametista,10.0,0,5.75,1,9.393939393939394,9.50002,7.5,6.041666666666667,0,7.055549999999999,7.744066545454546,0,3.0,0,Mantido na Fase atual
ALUNO-413,2022,2.0,3,0,Ágata,5.0,0,3.25,1,9.696969696969695,8.500020000000001,7.5,6.25,1,7.555556666666667,6.825507272727274,0,3.0,0,Mantido na Fase atual
ALUNO-415,2022,4.0,8,0,Ágata,2.5,0,3.666666666666667,1,8.72737556561086,7.91667,7.5,7.03125,0,6.7083275,6.315265946455505,0,4.0,0,Promovido de Fase
ALUNO-416,2018,3.0,5,0,Ágata,5.0,0,6.288888888888889,1,8.132297717537991,10.00002,5.625,7.5,0,6.6249925,7.021737821285376,0,4.0,0,Mantido na Fase atual
ALUNO-417,2022,1.0,1,0,Ametista,10.0,0,6.75,1,8.005698005698004,8.500020000000001,7.5,5.625,0,6.833326666666667,7.480306934472935,0,3.0,0,Mantido na Fase atual
ALUNO-418,2022,0.0,2,0,Ágata,5.0,0,5.416666666666667,1,8.491715399610136,9.000020000000001,5.625,5.625,0,6.999995,6.706677413255361,0,2.0,0,Mantido na Fase atual
ALUNO-419,2022,4.0,6,0,Ametista,5.0,0,5.166666666666667,1,8.256563479623825,10.00002,7.5,7.5,0,6.8333275,7.051313529258098,0,4.0,1,Mantido na Fase atual
ALUNO-420,2022,1.0,2,0,Topázio,5.0,1,9.083333333333334,1,9.233954451345756,9.50002,7.5,6.25,1,8.55556,8.199571556935819,1,3.0,1,Promovido de Fase
ALUNO-421,2018,5.0,7,0,Quartzo,5.0,0,5.611111111111111,0,6.14606227106227,9.16668,5.0,4.375,0,4.37499,5.580600676434676,0,3.0,0,Mantido na Fase atual
ALUNO-422,2021,1.0,2,0,Ametista,5.0,0,7.083333333333334,1,9.18837803320562,9.50002,7.5,5.625,1,8.083335,7.633511273307791,0,2.0,0,Promovido de Fase
ALUNO-424,2017,2.0,4,0,Ágata,5.0,0,5.416666666666666,1,7.677655677655677,9.000020000000001,6.25,6.666666666666666,0,7.333336666666667,6.77720046886447,0,3.0,0,Promovido de Fase
ALUNO-425,2019,4.0,5,0,Ágata,5.0,0,4.611111111111112,0,6.345970206264323,10.00002,7.5,7.03125,0,6.6666625,6.477875763475088,0,4.0,0,Mantido na Fase atual
ALUNO-427,2022,0.0,0,0,Topázio,10.0,1,9.516666666666667,1,9.22829183698749,9.50002,6.875,5.625,1,8.08334,8.565661700730832,0,2.0,1,Mantido na Fase atual
ALUNO-428,2022,1.0,2,0,Ametista,5.0,1,7.833333333333334,1,8.337844611528823,9.000020000000001,7.5,6.25,1,7.91667,7.592571588972432,0,2.0,0,Mantido na Fase atual
ALUNO-429,2022,2.0,3,0,Ágata,5.0,0,5.75,1,7.749881291547958,8.000020000000001,7.5,6.041666666666667,1,7.5,6.854144924976259,0,3.0,0,Promovido de Fase
