NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,IAN_2020,IAN_2021,IAN_2022,IDA_2020,IDA_2021,IDA_2022,IEG_2020,IEG_2021,IEG_2022,IAA_2020,IAA_2021,IAA_2022,IPS_2020,IPS_2021,IPS_2022,IPP_2020,IPP_2021,IPP_2022,IPV_2020,IPV_2021,IPV_2022,INDE_2020,INDE_2021,INDE_2022,STATUS_ALUNO,ANO_INGRESSO,FASE_PARADA,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica
ALUNO-487,0.0,0.0,,Topázio,Ametista,,0.0,0.0,,10.0,5.0,,10.0,7.1,,10.0,6.7,,9.50002,10.0,,7.5,7.5,,7.8125,7.8,,6.49999,8.3,,8.78125,7.44,,Desistiu em 2022,2019.0,,8.133333333333333,8.625005,7.6031225000000004
ALUNO-488,3.0,3.0,,Ágata,Ágata,,0.0,0.0,,10.0,5.0,,5.666666666666667,3.0,,4.2,5.3,,10.00002,8.3,,6.875,7.5,,7.291666666666667,7.1,,5.611103333333335,5.5,,6.512222666666668,5.539,,Desistiu em 2022,2019.0,,5.527777777777779,8.168755,6.3756925
ALUNO-490,3.0,4.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,5.0,5.0,2.5,8.666666666666666,6.5,6.722222222222222,8.5,7.8,8.243464052287582,9.58335,8.8,7.91667,6.875,6.9,5.625,7.65625,7.3,7.65625,8.29167,7.0,7.416665,8.003127333333333,7.044,6.846262254901961,Ativo,2016.0,4.0,6.5480392156862735,7.616669999999999,7.553472500000001
ALUNO-491,1.0,,2.0,Ágata,,Ametista,0.0,,0.0,5.0,,5.0,10.0,,5.5,2.3,,9.444444444444445,8.500020000000001,,9.50002,7.5,,7.5,7.1875,,6.25,6.91666,,6.833329999999998,6.662084,,7.180556888888889,Retornou em 2022,2019.0,2.0,6.207407407407408,8.25001,6.796872499999999
ALUNO-492,7.0,,,Ametista,,,0.0,,,10.0,,,5.833333333333333,,,8.1,,,6.66666,,,7.5,,,7.65625,,,8.166665,,,7.602290666666668,,,Desistiu em 2021,2018.0,,7.977777777777777,7.08333,7.9114575
ALUNO-495,8.0,,,Ametista,,,0.0,,,10.0,,,8.4,,,10.0,,,7.91667,,,7.5,,,0.0,,,0.0,,,8.651667,,,Desistiu em 2021,2019.0,,9.466666666666667,7.708335,0.0
ALUNO-496,3.0,4.0,5.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,10.0,10.0,10.0,7.666666666666667,7.5,6.155555555555555,9.5,6.7,8.87797619047619,10.00002,9.6,9.58335,7.5,7.5,7.5,7.96875,8.3,6.458333333333334,8.5416725,7.7,7.5,8.688544833333335,7.895,7.860874682539682,Ativo,2018.0,5.0,8.488910934744268,8.613895,7.74479263888889
ALUNO-499,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,5.0,5.0,5.0,9.0,7.1,7.5,8.7,7.1,8.977072310405644,9.50002,9.0,9.50002,10.0,7.5,8.125,7.1875,7.5,6.25,8.0,8.8,8.500003333333334,8.308752,7.497,7.882917128747796,Ativo,2017.0,2.0,7.041896923378405,8.937506666666666,7.706250555555555
ALUNO-500,6.0,7.0,,Ametista,Ametista,,0.0,0.0,,10.0,10.0,,4.833333333333333,6.4,,8.5,8.9,,9.16668,9.2,,7.5,5.6,,7.96875,8.1,,8.208335,7.6,,7.771876666666667,7.878,,Desistiu em 2022,2019.0,,8.105555555555554,7.866669999999999,7.96927125
ALUNO-502,4.0,4.0,4.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,10.0,10.0,5.0,6.666666666666667,3.9,4.411111111111111,8.5,4.7,8.33137408568443,8.75001,10.0,10.00002,7.5,7.5,9.375,8.541666666666666,8.8,8.125,8.333333333333334,7.5,7.7916625,8.179167666666668,6.853,7.356831539359108,Ativo,2018.0,4.0,6.834350207051357,8.854171666666668,8.18194375
ALUNO-503,0.0,0.0,1.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,10.0,5.0,5.0,5.75,6.9,8.166666666666666,10.0,10.0,10.0,9.000020000000001,9.5,8.500020000000001,7.5,7.5,7.5,2.5,7.5,6.041666666666667,5.916675,8.4,7.444443333333333,7.233337000000001,8.008,7.826390666666667,Ativo,2020.0,1.0,7.868518518518518,8.250006666666666,6.300464166666667
ALUNO-506,0.0,,,Topázio,,,0.0,,,10.0,,,10.0,,,10.0,,,8.500020000000001,,,7.5,,,7.5,,,7.166665,,,8.783335000000001,,,Desistiu em 2021,2020.0,,10.0,8.00001,7.3333325
ALUNO-507,3.0,4.0,4.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,10.0,10.0,5.0,7.666666666666667,2.8,5.577777777777778,8.8,3.9,7.961309523809524,9.58335,9.6,9.58335,5.0,5.0,5.625,8.125,7.2,7.34375,7.222219999999999,5.3,6.3749925,8.008612333333332,5.58,6.738025960317461,Ativo,2016.0,4.0,6.856194885361552,7.398616666666666,6.927660416666666
ALUNO-509,7.0,,,Ametista,,,1.0,,,10.0,,,6.333333333333333,,,9.5,,,7.91667,,,7.5,,,7.65625,,,8.7083375,,,8.215626166666667,,,Desistiu em 2021,2018.0,,8.61111111111111,7.708335,8.18229375
ALUNO-512,3.0,4.0,,Ametista,Ametista,,1.0,1.0,,5.0,5.0,,8.333333333333334,7.0,,10.0,8.6,,8.75001,8.3,,4.375,7.5,,9.791666666666666,8.8,,9.222226666666666,9.5,,8.302779666666668,7.972,,Desistiu em 2022,2019.0,,7.322222222222223,7.2312525,9.328473333333333
ALUNO-513,1.0,1.0,1.0,Topázio,Ametista,Topázio,0.0,0.0,1.0,10.0,5.0,5.0,10.0,6.1,8.5,9.4,7.5,9.2330779054917,7.416679999999999,8.5,10.00002,7.5,7.5,7.5,8.125,7.7,6.5625,7.75,8.4,8.83334,8.734168,7.285,8.219535581098341,Ativo,2020.0,1.0,7.859230878387966,8.06945,7.8951400000000005
ALUNO-515,5.0,,,Ametista,,,0.0,,,10.0,,,6.333333333333333,,,9.1,,,6.66666,,,6.875,,,7.96875,,,6.41666,,,7.521039666666667,,,Desistiu em 2021,2019.0,,8.477777777777776,6.77083,7.192705
ALUNO-517,5.0,,,Ágata,,,0.0,,,10.0,,,6.333333333333333,,,3.1,,,9.16668,,,7.5,,,8.333333333333334,,,7.833336666666668,,,6.953335333333333,,,Desistiu em 2021,2020.0,,6.477777777777778,8.33334,8.083335000000002
ALUNO-518,6.0,7.0,,Ametista,Ametista,,0.0,0.0,,10.0,10.0,,7.333333333333333,7.9,,9.2,6.7,,8.75001,9.6,,7.5,7.5,,7.96875,8.1,,7.9583325,7.7,,8.320209166666666,7.971,,Desistiu em 2022,2019.0,,8.522222222222222,8.3375025,7.9317706249999995
ALUNO-520,2.0,3.0,4.0,Ametista,Topázio,Topázio,1.0,0.0,0.0,10.0,10.0,10.0,6.0,7.2,7.744444444444444,9.6,9.7,10.0,7.416679999999999,7.9,7.5,6.25,5.6,6.25,8.75,9.0,7.34375,9.05556,8.9,8.29167,8.17278,8.414,8.31659788888889,Ativo,2018.0,4.0,8.916049382716048,6.819446666666667,8.55683
ALUNO-521,1.0,2.0,2.0,Topázio,Ametista,Ágata,0.0,0.0,0.0,5.0,10.0,5.0,10.0,5.3,6.666666666666666,8.5,4.6,7.375612892854272,8.500020000000001,9.5,8.500020000000001,10.0,7.5,6.25,8.75,8.5,6.666666666666666,8.611113333333334,8.7,7.5,8.647224666666666,7.254,6.950124578570855,Ativo,2018.0,2.0,6.938031062168992,8.375006666666666,8.121296666666668
ALUNO-522,1.0,2.0,2.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,6.5,3.8,4.466666666666667,9.3,4.2,4.280096793708409,8.500020000000001,8.5,8.500020000000001,7.5,7.5,7.5,7.1875,7.5,5.416666666666667,7.583335,7.1,7.333330000000001,7.495419,5.868,5.857687358741682,Ativo,2018.0,2.0,5.282973717819453,8.000006666666666,7.020138611111111
ALUNO-524,0.0,1.0,1.0,Ametista,Topázio,Topázio,0.0,1.0,1.0,5.0,5.0,5.0,9.5,8.4,8.166666666666668,10.0,9.2,9.86111111111111,9.000020000000001,9.5,9.50002,7.5,7.5,7.5,8.125,8.8,6.666666666666666,7.5,9.6,8.944446666666666,8.362502000000001,8.494,8.261113555555557,Ativo,2020.0,1.0,7.791975308641976,8.416673333333334,8.272685555555555
ALUNO-527,5.0,6.0,7.0,Ametista,Ametista,Ágata,1.0,0.0,0.0,5.0,5.0,5.0,6.666666666666667,7.1,7.633333333333333,8.5,7.2,8.400490196078431,9.16668,9.2,0.0,6.875,7.5,7.5,8.90625,8.6,8.28125,9.375007500000002,8.7,7.666670000000002,7.903127833333334,7.62,6.818223705882353,Ativo,2017.0,7.0,6.722276688453159,6.706946666666667,8.588196250000001
ALUNO-530,1.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,3.3,,,9.000020000000001,,,7.5,,,7.1875,,,7.58333,,,5.045418000000001,,,Desistiu em 2021,2020.0,,2.766666666666667,8.25001,7.385415
ALUNO-531,4.0,5.0,,Ametista,Ametista,,1.0,0.0,,5.0,5.0,,5.0,5.7,,9.8,8.3,,8.33334,8.8,,7.5,7.5,,7.916666666666668,7.8,,8.72223,7.5,,7.579446666666667,7.223,,Desistiu em 2022,2019.0,,6.466666666666666,8.033335000000001,7.984724166666667
ALUNO-533,2.0,3.0,,Quartzo,Ágata,,0.0,0.0,,5.0,5.0,,0.0,4.9,,6.7,5.3,,9.50002,9.2,,6.875,7.5,,7.916666666666668,7.8,,6.833326666666666,4.9,,5.635834000000001,5.956,,Desistiu em 2022,2019.0,,4.483333333333333,8.268754999999999,6.862498333333333
ALUNO-534,0.0,,,Ametista,,,0.0,,,5.0,,,10.0,,,10.0,,,9.000020000000001,,,6.25,,,7.8125,,,7.5,,,8.306252,,,Desistiu em 2021,2019.0,,8.333333333333334,7.6250100000000005,7.65625
ALUNO-535,1.0,,,Ágata,,,0.0,,,2.5,,,7.5,,,8.5,,,9.000020000000001,,,5.625,,,5.625,,,7.416665,,,6.958335,,,Desistiu em 2021,2019.0,,6.166666666666667,7.3125100000000005,6.5208325
ALUNO-540,1.0,2.0,,Ametista,Ágata,,0.0,0.0,,5.0,5.0,,7.0,4.5,,8.1,5.4,,8.500020000000001,8.5,,7.5,7.5,,8.125,7.5,,7.75,6.2,,7.482502,6.078,,Desistiu em 2022,2018.0,,5.833333333333333,8.000005,7.39375
ALUNO-541,3.0,4.0,5.0,Topázio,Ametista,Ágata,1.0,0.0,0.0,10.0,10.0,10.0,9.666666666666666,6.8,4.777777777777778,9.9,6.9,7.945767195767196,9.16668,9.2,8.33334,6.875,7.5,5.625,7.916666666666667,8.1,5.625,8.944446666666666,8.0,6.08333,9.098057333333331,7.835,6.719708994708995,Ativo,2019.0,5.0,8.443356848912405,7.783336666666667,7.444907222222223
ALUNO-544,2.0,2.0,3.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,5.0,5.0,5.0,5.5,6.7,5.833333333333333,7.6,7.9,6.916872529644269,9.50002,9.0,8.33334,3.75,6.3,6.875,7.5,8.1,7.34375,7.555549999999998,7.7,6.111103333333335,6.706112,7.292,6.527470839262188,Ativo,2019.0,3.0,6.161133984775288,7.29306,7.385067222222221
ALUNO-545,1.0,,,Ágata,,,0.0,,,5.0,,,5.0,,,6.9,,,8.500020000000001,,,7.5,,,7.291666666666667,,,7.666666666666666,,,6.742502000000001,,,Desistiu em 2021,2020.0,,5.633333333333333,8.00001,7.479166666666666
ALUNO-546,5.0,6.0,7.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,2.5,5.0,5.0,4.666666666666667,4.0,1.588888888888889,5.4,7.2,4.63109243697479,8.33335,10.0,7.08334,3.125,2.5,6.25,5.416666666666667,4.6,4.53125,4.888896666666667,6.3,6.277773333333335,4.928614333333334,5.728,4.786009931839403,Ativo,2018.0,7.0,4.442960888058927,6.215281666666667,5.335764444444444
ALUNO-547,4.0,4.0,,Ágata,Ágata,,0.0,0.0,,10.0,5.0,,6.0,7.1,,6.6,6.4,,8.33334,7.5,,5.0,6.3,,8.333333333333332,8.0,,7.944450000000002,7.1,,7.275557333333333,6.8,,Desistiu em 2022,2018.0,,6.8500000000000005,6.783335,7.844445833333333
ALUNO-549,3.0,,,Quartzo,,,0.0,,,10.0,,,0.0,,,1.7,,,7.50001,,,4.375,,,7.96875,,,6.2916625,,,4.5827085,,,Desistiu em 2021,2017.0,,3.9,5.937505,7.1302062500000005
ALUNO-552,2.0,,,Quartzo,,,0.0,,,5.0,,,3.0,,,8.7,,,0.0,,,6.875,,,7.916666666666668,,,7.055553333333332,,,5.730277333333333,,,Desistiu em 2021,2019.0,,5.566666666666666,3.4375,7.48611
ALUNO-555,1.0,2.0,,Ametista,Topázio,,0.0,0.0,,5.0,10.0,,7.5,6.6,,9.5,10.0,,8.500020000000001,7.4,,7.5,8.1,,7.5,8.5,,7.833333333333333,8.8,,7.816668666666667,8.489,,Desistiu em 2022,2019.0,,8.1,7.875005,8.158333333333333
ALUNO-557,2.0,2.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,7.5,5.9,3.0,8.5,8.3,5.291071428571428,9.50002,9.0,9.16668,6.25,6.9,7.5,8.4375,8.1,6.875,7.916665,8.9,5.833325,7.702085,7.543,5.679047285714286,Ativo,2018.0,3.0,5.943452380952381,8.052783333333332,7.677081666666667
ALUNO-559,2.0,,,Quartzo,,,0.0,,,5.0,,,4.0,,,4.3,,,8.500020000000001,,,7.5,,,6.5625,,,7.249995,,,5.866251,,,Desistiu em 2021,2019.0,,4.433333333333334,8.00001,6.9062475
ALUNO-560,1.0,2.0,2.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,5.0,10.0,5.0,7.5,3.2,2.966666666666667,5.3,4.6,3.7,8.91668,9.5,9.000020000000001,7.5,7.5,5.0,6.875,8.1,5.833333333333334,7.333333333333333,7.1,7.222223333333333,6.8558346666666665,6.489,5.261113333333334,Ativo,2019.0,2.0,5.2518518518518515,7.902783333333333,7.077315
ALUNO-561,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,10.0,5.0,2.5,1.1666666666666667,4.0,6.0,5.5,1.1,5.788982259570494,7.5,7.9,7.5,7.5,7.5,5.625,8.125,6.9,7.5,6.833326666666666,4.9,6.58333,6.012498666666668,4.74,5.986962451914099,Ativo,2019.0,3.0,4.561738769581907,7.254166666666666,6.806942777777778
ALUNO-562,2.0,2.0,3.0,Ametista,Topázio,Ametista,0.0,0.0,0.0,10.0,10.0,10.0,6.25,9.2,8.144444444444444,9.7,7.9,8.282051282051283,8.000020000000001,7.5,7.91667,7.5,7.5,7.5,9.166666666666666,8.8,7.1875,8.500003333333334,8.1,6.999995,8.356669333333334,8.418,7.945715145299146,Ativo,2019.0,3.0,8.830721747388417,7.652781666666667,8.125694166666667
ALUNO-564,3.0,4.0,,Ametista,Ágata,,0.0,0.0,,10.0,10.0,,9.0,2.8,,4.0,3.9,,9.58335,10.0,,5.0,7.5,,7.96875,7.2,,7.1666675,4.8,,7.288543499999999,5.755,,Desistiu em 2022,2019.0,,6.616666666666667,8.020837499999999,6.783854375
ALUNO-568,3.0,,,Ametista,,,0.0,,,5.0,,,7.333333333333333,,,9.7,,,8.33334,,,7.5,,,8.125,,,7.111103333333333,,,7.724721333333334,,,Desistiu em 2021,2017.0,,7.344444444444444,7.91667,7.618051666666666
ALUNO-569,0.0,1.0,1.0,Topázio,Topázio,Topázio,1.0,0.0,0.0,10.0,10.0,5.0,10.0,7.0,9.5,10.0,10.0,10.0,9.50002,10.0,9.000020000000001,7.5,7.5,7.5,7.5,7.5,6.041666666666667,8.91667,8.7,7.88889,9.233336,8.644,8.231946666666667,Ativo,2020.0,1.0,9.055555555555555,8.500006666666666,7.75787111111111
ALUNO-570,1.0,1.0,,Ametista,Quartzo,,0.0,0.0,,5.0,5.0,,10.0,2.0,,6.3,3.3,,9.000020000000001,9.5,,7.5,7.5,,7.5,7.7,,7.61111,5.1,,7.682224000000001,5.049,,Desistiu em 2022,2019.0,,5.266666666666667,8.375005,6.9777775
ALUNO-574,5.0,6.0,7.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,5.0,5.0,5.0,7.666666666666667,5.7,6.722222222222221,8.4,8.6,9.477941176470589,9.58335,8.8,8.75001,6.875,7.5,7.5,8.125,8.0,8.4375,7.33333,7.8,9.500003333333332,7.638334333333334,7.336,8.108784346405228,Ativo,2019.0,7.0,6.840758896151053,8.168059999999999,8.199305555555556
ALUNO-577,1.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,5.0,,,7.50002,,,7.5,,,7.291666666666667,,,7.833333333333333,,,5.295835333333334,,,Desistiu em 2021,2019.0,,3.3333333333333335,7.50001,7.5625
ALUNO-579,2.0,2.0,2.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,10.0,10.0,5.0,6.5,5.4,8.083333333333332,8.5,6.3,8.354978354978355,9.000020000000001,8.5,9.000020000000001,6.25,7.5,6.25,5.0,7.5,6.458333333333334,9.083335,8.2,8.000003333333334,7.841669,7.332,7.558498337662337,Ativo,2017.0,2.0,7.570923520923521,7.750006666666667,7.373611944444444
ALUNO-581,4.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,1.9,,,8.75001,,,7.5,,,7.916666666666668,,,7.222223333333334,,,4.741112333333334,,,Desistiu em 2021,2018.0,,2.3000000000000003,8.125005,7.569445000000001
ALUNO-583,4.0,4.0,5.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,10.0,5.0,5.0,7.666666666666667,5.8,4.333333333333333,6.2,5.6,6.513723544973545,7.08334,6.7,6.25,6.875,7.5,5.625,7.96875,7.7,4.375,7.2916675,7.9,5.958335,7.424375833333333,6.535,5.486078375661376,Ativo,2019.0,5.0,6.234858171663727,6.672223333333332,6.865625416666666
ALUNO-585,1.0,2.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2.5,2.5,2.5,6.0,0.4,4.583333333333334,8.0,1.3,5.396249243799152,9.000020000000001,0.0,10.00002,4.375,4.4,5.0,5.208333333333333,6.6,4.166666666666667,8.055553333333332,5.3,6.777776666666666,6.519446,2.735,5.518140515426498,Ativo,2018.0,2.0,3.686620286348054,5.462506666666667,6.018055
ALUNO-586,1.0,1.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,5.0,5.0,5.0,10.0,7.1,6.333333333333334,8.1,9.6,9.314954051796157,8.500020000000001,8.5,9.50002,7.5,7.5,7.5,7.291666666666667,8.1,6.25,7.666666666666666,8.9,7.5,7.982502,8.019,7.454659477025898,Ativo,2020.0,2.0,7.272031931681054,8.166673333333334,7.6180555555555545
ALUNO-588,0.0,1.0,1.0,Topázio,Topázio,Ametista,0.0,0.0,0.0,10.0,10.0,5.0,7.5,7.8,7.0,10.0,9.6,9.48611111111111,10.00002,10.0,8.500020000000001,7.5,7.5,5.625,7.8125,8.8,5.9375,8.16667,8.9,7.5,8.664586,8.881,7.303474222222222,Ativo,2019.0,1.0,8.487345679012346,8.187506666666666,7.852778333333333
ALUNO-589,1.0,1.0,,Ametista,Ametista,,0.0,0.0,,5.0,5.0,,8.0,6.4,,8.3,8.3,,8.41668,7.4,,7.5,7.5,,5.416666666666666,8.1,,7.5,8.3,,7.393334666666667,7.413,,Desistiu em 2022,2019.0,,6.833333333333333,7.7041699999999995,7.329166666666667
ALUNO-594,1.0,1.0,1.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,5.0,5.0,5.0,9.0,4.8,9.166666666666666,8.8,9.2,9.217813051146384,9.000020000000001,9.5,9.000020000000001,6.875,7.5,7.5,7.291666666666667,7.9,5.833333333333334,7.944443333333333,8.4,8.555563333333334,7.965557333333334,7.476,8.12134394356261,Ativo,2020.0,1.0,7.242719968645894,8.229173333333334,7.654167777777778
ALUNO-597,7.0,,,Quartzo,,,0.0,,,10.0,,,5.5,,,3.7,,,6.24999,,,5.625,,,5.78125,,,6.1666675,,,5.838957500000001,,,Desistiu em 2021,2019.0,,6.3999999999999995,5.937495,5.9739587499999995
ALUNO-598,4.0,,,Quartzo,,,0.0,,,5.0,,,1.6666666666666667,,,7.0,,,9.58335,,,7.5,,,7.1875,,,6.8333325,,,6.027084833333334,,,Desistiu em 2021,2019.0,,4.555555555555556,8.541675,7.0104162500000005
ALUNO-599,8.0,,,Ágata,,,0.0,,,10.0,,,8.5,,,0.0,,,7.91667,,,6.875,,,0.0,,,0.0,,,6.566667000000001,,,Desistiu em 2021,2019.0,,6.166666666666667,7.395835,0.0
ALUNO-601,6.0,,,Quartzo,,,0.0,,,10.0,,,2.6666666666666665,,,5.1,,,0.0,,,6.875,,,7.34375,,,6.5416625,,,5.283540833333333,,,Desistiu em 2021,2019.0,,5.922222222222222,3.4375,6.9427062500000005
ALUNO-602,0.0,1.0,1.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,8.0,2.3,2.25,9.4,4.6,3.838441890166029,3.4999800000000003,0.0,9.50002,4.375,7.5,5.0,7.8125,8.4,4.375,3.25001,7.3,6.833325,6.19875,4.94,4.971855378033206,Ativo,2019.0,1.0,5.043160210018447,4.979166666666667,6.3284725
ALUNO-603,1.0,1.0,2.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.3,2.333333333333333,8.1,9.2,8.61111111111111,6.33335,0.0,9.50002,5.0,3.1,5.0,6.041666666666667,8.1,3.333333333333333,8.05555,8.3,5.444436666666668,6.068611666666667,5.787,5.561111555555557,Ativo,2018.0,2.0,5.504938271604939,4.8222283333333325,6.545831111111112
ALUNO-604,7.0,,,Ametista,,,0.0,,,10.0,,,7.333333333333333,,,9.7,,,8.75001,,,7.5,,,7.96875,,,8.208337499999999,,,8.470210166666668,,,Desistiu em 2021,2018.0,,9.011111111111111,8.125005,8.08854375
ALUNO-605,2.0,,,Ametista,,,0.0,,,5.0,,,8.0,,,7.1,,,9.000020000000001,,,7.5,,,7.5,,,7.111106666666665,,,7.342223333333333,,,Desistiu em 2021,2017.0,,6.7,8.25001,7.305553333333332
ALUNO-606,5.0,,,Ametista,,,0.0,,,5.0,,,6.666666666666667,,,9.6,,,9.16668,,,6.25,,,7.03125,,,7.7916625,,,7.556458833333334,,,Desistiu em 2021,2018.0,,7.088888888888889,7.70834,7.4114562500000005
ALUNO-608,4.0,4.0,5.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,10.0,5.0,5.0,7.0,8.5,7.466666666666666,6.3,7.2,7.560897435897437,7.91667,7.1,7.08333,6.875,5.0,5.625,8.749999999999998,7.7,5.0,7.833336666666668,8.5,6.500005,7.580834333333334,7.31,6.576346820512821,Ativo,2017.0,5.0,7.114173789173789,6.599999999999999,7.380556944444446
ALUNO-609,8.0,,,Ágata,,,0.0,,,10.0,,,8.3,,,0.0,,,8.75001,,,6.875,,,0.0,,,0.0,,,6.570001,,,Desistiu em 2021,2020.0,,6.1000000000000005,7.812505,0.0
ALUNO-611,7.0,,,Ametista,,,0.0,,,10.0,,,5.666666666666667,,,8.5,,,9.16668,,,5.625,,,7.03125,,,7.20833,,,7.457292333333335,,,Desistiu em 2021,2016.0,,8.055555555555555,7.39584,7.11979
ALUNO-613,1.0,1.0,2.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,5.0,5.0,10.0,4.0,5.5,3.083333333333333,8.4,9.2,7.233445566778901,9.50002,9.5,9.000020000000001,5.0,3.1,5.0,5.416666666666666,8.3,6.458333333333334,7.944443333333333,8.3,7.777776666666667,6.560557333333334,7.196,6.664746446689114,Ativo,2018.0,2.0,6.379642100012471,6.850006666666666,7.366203333333334
ALUNO-614,6.0,,,Quartzo,,,0.0,,,10.0,,,5.333333333333333,,,3.0,,,0.0,,,6.875,,,7.5,,,6.9999975,,,5.504166166666667,,,Desistiu em 2021,2018.0,,6.111111111111111,3.4375,7.24999875
ALUNO-615,0.0,1.0,1.0,Topázio,Topázio,Topázio,1.0,0.0,1.0,10.0,10.0,5.0,10.0,7.4,8.916666666666668,10.0,8.8,9.03230203080278,9.000020000000001,9.0,10.00002,7.5,7.5,7.5,10.0,7.5,6.875,9.833345,8.7,9.05556,9.616671,8.358,8.33840773949389,Ativo,2019.0,1.0,8.794329855274384,8.416673333333334,8.660650833333333
ALUNO-616,7.0,,,Ametista,,,0.0,,,5.0,,,6.0,,,8.7,,,10.00002,,,7.5,,,8.75,,,8.41667,,,7.748336,,,Desistiu em 2021,2019.0,,6.566666666666666,8.75001,8.583335
ALUNO-618,2.0,,,Quartzo,,,0.0,,,2.5,,,0.0,,,4.0,,,9.50002,,,4.375,,,6.666666666666666,,,7.055549999999999,,,4.515278666666667,,,Desistiu em 2021,2017.0,,2.1666666666666665,6.93751,6.861108333333332
ALUNO-619,2.0,2.0,,Ametista,Ágata,,0.0,0.0,,10.0,10.0,,4.5,4.6,,9.7,5.0,,9.000020000000001,7.9,,7.5,7.5,,7.291666666666667,7.7,,7.61111,7.2,,7.741390666666668,6.682,,Desistiu em 2022,2019.0,,7.300000000000001,7.9750049999999995,7.450694166666667
ALUNO-622,3.0,3.0,3.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,10.0,10.0,5.0,5.333333333333333,0.7,0.8888888888888888,4.2,3.6,2.816666666666667,10.00002,10.0,9.16668,7.5,7.5,7.5,7.083333333333334,6.9,5.9375,5.611103333333335,4.5,3.875,6.487222666666668,5.193,4.276529111111112,Ativo,2018.0,3.0,4.726543209876543,8.611116666666666,5.651156111111111
ALUNO-624,3.0,3.0,4.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,5.0,2.5,2.5,6.666666666666667,5.1,1.444444444444444,3.4,5.0,3.536931818181818,7.5,7.1,7.08334,2.5,7.5,5.0,6.249999999999999,7.1,5.0,5.444433333333334,6.5,3.916675,5.227220000000001,5.742,3.737944252525253,Ativo,2019.0,4.0,3.9053381032547705,6.1138900000000005,5.701851388888888
ALUNO-625,1.0,,,Quartzo,,,0.0,,,5.0,,,0.0,,,7.3,,,8.500020000000001,,,6.25,,,7.5,,,8.0,,,5.785002,,,Desistiu em 2021,2019.0,,4.1000000000000005,7.3750100000000005,7.75
ALUNO-626,3.0,,,Ágata,,,0.0,,,10.0,,,5.666666666666667,,,6.0,,,7.91667,,,7.5,,,7.65625,,,7.0416675,,,7.048958833333334,,,Desistiu em 2021,2017.0,,7.222222222222222,7.708335,7.3489587499999995
ALUNO-629,8.0,,,Ágata,,,0.0,,,10.0,,,9.0,,,0.0,,,9.16668,,,7.5,,,0.0,,,0.0,,,7.016667999999999,,,Desistiu em 2021,2018.0,,6.333333333333333,8.33334,0.0
ALUNO-630,8.0,,,Ágata,,,0.0,,,10.0,,,9.1,,,0.0,,,8.75001,,,6.875,,,0.0,,,0.0,,,6.890001000000001,,,Desistiu em 2021,2018.0,,6.366666666666667,7.812505,0.0
ALUNO-631,2.0,,,Ágata,,,0.0,,,5.0,,,3.5,,,8.5,,,9.50002,,,3.125,,,6.041666666666667,,,7.555549999999998,,,6.277778666666666,,,Desistiu em 2021,2018.0,,5.666666666666667,6.31251,6.798608333333332
ALUNO-634,1.0,1.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,5.0,5.0,5.0,7.5,2.4,2.916666666666667,7.1,2.1,5.833333333333334,6.91668,6.3,8.000020000000001,4.375,6.3,3.75,2.8125,4.4,4.791666666666667,6.58333,3.3,6.722216666666666,6.147084,3.754,5.248612,Ativo,2018.0,2.0,4.761111111111111,5.940283333333333,4.768285555555555
